s_key	uname	s_func	s_sync	n_isNeedCheckObstacle	s_triggers	s_timeTriggerData	s_interactPopIcon	s_interactPopOffset	s_clickTipEffect	s_clickTipOffset	s_precondition	s_bindRelation	s_controlCascade	s_controlBeCascade	s_nextInteract	n_delay	s_triggerSound	s_breakSound	s_p1	s_p2	s_p3	s_p4	s_p5	s_p6	s_p7	s_p8	i_eventReport							s_counterKey	s_counterType	n_counterMax	n_counterMin	s_condition1	s_invalidCallback	s_entityTargets	s_executionCallback
fire_jingbao	新消防局-警报灯	playEffectOnPart	server	0	1												door_jinbaodeng		g2052_skill_jingbao.effect	0#0.0#0	0.3		60000																		
fire_jingbaokaiguan	新消防局-警报开关	onTriggerAssociated	server	0	1				click.effect	0.1#0#0.0									fire_jingbao								1														
fire_huagan	新消防局-滑杆	onCreateMovePart	server	0	4		set:g2052_interaction_icon.json image:click										door_pinghua	door_pinghua	myplugin/elevator	0#0#0	g2052_skill_xiahua#0#0#0#0#0#0	0#-10#0	35		0.2		1														
fire_department_guizimen_l	新消防局-宿舍柜门_左	operationPartRotate	server	0	1												door_yigui	door_yigui	-90	0#1#0	0#0.0#0.19			10																	
fire_department_guizimen_r	新消防局-宿舍柜门_右	operationPartRotate	server	0	1												door_yigui	door_yigui	90	0#1#0	0#0#-0.19			10																	
box_yypc_kaiguan_1	新医院-工作-触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_work2#pc_screen_hospital_1						1																
pc_screen_hospital_1	新医院电脑屏幕	operationEffectTelevision	server	0															g2052_pcpingmu09.effect	left_btn#right_btn																					
box_yypc_kaiguan_2	新医院-工作-触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_work2#pc_screen_hospital_2						1																
pc_screen_hospital_2	新医院电脑屏幕	operationEffectTelevision	server	0															g2052_pcpingmu10.effect	left_btn#right_btn																					
box_hospital_door	新医院通用单门触发器	onTriggerAssociated	server	0	2#3														hospital_door_2																						
hospital_door_2	新医院单门	operationPartRotate	server	0													door_mumen	door_mumen	-90	0#1#0	1.0#0.0#0.0			5																	
box_hospital_door2	新医院双门触发器	onTriggerAssociated	server	0	2#3														hospital_door_3l#hospital_door_3r																						
hospital_door_3l	新医院双门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-0.6#0.0#0.0			5																	
hospital_door_3r	新医院双门	operationPartRotate	server	0													door_mumen	door_mumen	-90	0#1#0	-0.6#0.0#0.0			5																	
hospital_guimen_003_r	新医院柜门	operationPartRotate	server	0	1												door_mumen	door_mumen	-90	0#1#0	-0.39#0.0#0.0			5																	
hospital_chouti_2	新医院病房抽屉	operationPartMove	server	0	1												door_pinghua		0#0#0.3		100		20																		
hospital_chouti_003	新医院病房抽屉	operationPartMove	server	0	1												door_pinghua		0#0#0.3		100		20																		
box_hospital_xguang	新医院-坐上x光机器	onVehicleToOnePart	server	0															hospital_xguangchuang	sleep1#0#-0.5#0#0#0#0	0#2#0																				
box_hospital_xguangchufa	新医院-x触发器	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click								20#hospital_xguangchuang#280				box_hospital_xguang#hospital_xguang						1		1														
hospital_xguangchuang	新医院-x光床移动	operationPartMove	server	0															0#0#-2		60		100																		
hospital_xguang	新医院-x光电视	playEffectOnPart	server	0															g2052_hospital_Xguang.effect	-0.2#0#-0.9	1	90				20															
prop_xguang_yiyuan	新医院-x光照片	onPickProp	server	0	4		set:g2052_interaction_icon.json image:get												1652																						
prop_jijiutuiche	新医院-急救推车获得	onPickProp	server	0	4		set:g2052_interaction_icon.json image:get												1655								1														
yytv_screen	新医院=电视屏幕	operationEffectTelevision	server	0	1				click.effect	-0.1#-0.4#0							dianshi		g2052_tvpingmu01.effect#g2052_tvpingmu02.effect#g2052_tvpingmu03.effect#g2052_tvpingmu04.effect#g2052_tvpingmu05.effect#g2052_tvpingmu06.effect#g2052_tvpingmu07.effect#g2052_tvpingmu08.effect#g2052_tvpingmu09.effect#g2052_tvpingmu10.effect#	left_btn#right_btn																					
box_jijiu	新医院-急救室状态开关	onTriggerAssociated	server	0	1				click.effect	0#0#0.2							switch		jijiushi_lv#jijiushi_hong#jijiushi_lv1#jijiushi_hong1																						
jijiushi_lv	新医院-绿色状态	onUpdatePartShow	server	0																1																					
jijiushi_hong	新医院-红色状态	onUpdatePartShow	server	0																0																					
jijiushi_lv1	新医院-绿色状态	onUpdatePartShow	server	0																1																					
jijiushi_hong1	新医院-红色状态	onUpdatePartShow	server	0																0																					
box_chuanglian	新医院-窗帘开关	onTriggerAssociated	server	0	1				click.effect	-0.2#0#0								chuanglian	hospital_chuanglian_open#hospital_chuanglian_close																						
hospital_chuanglian_open	新医院-打开状态	onUpdatePartShow	server	0																1																					
hospital_chuanglian_close	新医院-关闭状态	onUpdatePartShow	server	0																0																					
prop_bingli	新医院-病例获得	onPickProp	server	0	1				click.effect	-0.2#0#0									2036								1														
cafe_guimen	新咖啡厅-柜门	operationPartRotate	server	0	1												door_yigui	door_yigui	90	0#1#0	0.38#0.0#0.0			10																	
cafe_tiantianquan	新咖啡店-甜甜圈	onPickProp	server	0	1														1417																						
cafe_hanbao	新咖啡店-汉堡	onPickProp	server	0	1														1401																						
box_cafe_door	新咖啡厅-后门-触发	onTriggerAssociated	server	0	2#3														cafe_floor_door																						
cafe_floor_door	新咖啡厅-后门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-1#0.0#0.0			6																	
cafe_zhibei	新咖啡厅-纸杯咖啡	onPickProp	server	0	1				click.effect	0#0#0.2									1518								1														
g2052_prop_frappuccino	新咖啡厅-星冰乐咖啡	onPickProp	server	0	1				click.effect	0#0#0.2									1519								1														
box_meijia	新理发店-美甲	onFurnitureInteract	server	0	2														g2052_skill_meijia#0#-0.58#0.4#-1.2#0.4#0								1														
box_lifa_door	新理发店-后门-触发	onTriggerAssociated	server	0	2#3														lifa_door																						
lifa_door	新理发店-后门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-1#0.0#0.0			6																	
box_lifa_xitou	新理发店-躺着洗头触发	onTriggerAssociated	server	0	2														lifa_sleep03						1		1														
lifa_sleep03	新理发店-躺着洗头	onFurnitureInteract	server	0															g2052_boy_pingtang2#0#-0.55#0.0#0#0.4#0.0																						
jianfa_chufa	新理发店-剪发触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_jianfa						1		1														
box_jianfa	新理发店-剪发位置	onFurnitureInteract	server	0													jianfa		g2052_skill_cut_hair#0#-0.6#0.0#0#0.4#0.0																						
xitou_chufa	新理发店-帮人洗头触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_xitou#effect_xitou						1		1														
box_chuifeng	新理发店-吹风位置	onFurnitureInteract	server	0													chuitou		g2052_skill_blowhair#0#-0.6#0.0#0#0.4#0.0																						
chuifeng_chufa	新理发店-吹风触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_chuifeng						1		1														
effect_xitou	新理发店-帮人洗头特效	onUpdateChildEffect	server	0													wash		EffectPart																						
box_xitou	新理发店-帮人洗头	onFurnitureInteract	server	0															g2052_boy_wash#0#-0.65#0.2#0#0#0.0																						
ui_ranfa	新理发店-染发功能	triggerColorSelect	server	0													penwu		custom_hair	EffectPart	36																				
box_ranfa_sit03	新理发店-染发座位	onFurnitureInteract	server	0															g2052_boy_sit_sofa#0#-0.5#0.0#0#0.2#0.0																						
box_ranfa	新理发店-染发触发	onTriggerAssociated	server	0	2														box_ranfa_sit03#barbershop_rangfaji_1#ui_ranfa						1		1														
barbershop_rangfaji_1	新理发厅-染发器	operationPartRotate	server	0															15	1#0#0	0#-0.48#-0.39			8																	
box_yifu_boy	新服装店-男全身换装	onDressUp	server	0	1				click.effect	0#0#-0.4							huanzhuang	huanzhuang		12#13							1														
box_yifu_door	新服装店-后门-触发	onTriggerAssociated	server	0	2#3														clothing_store_door																						
clothing_store_door	新服装店-后门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-1#0.0#0.0			6																	
lianzi	新服装店-帘子	operationPartMove	server	0	1				click.effect	0#0#0.3							door_pinghua	door_pinghua	0.9#0#0				30				1														
box_yifu_girl	新服装店-女全身换装	onDressUp	server	0	1				click.effect	0#0#-0.4							huanzhuang	huanzhuang		14#15							1														
box_yifu_up_boy	新服装店-男上身换装	onDressUp	server	0	1				click.effect	0#0#-0.2							huanzhuang	huanzhuang		12							1														
box_yifu_up_girl	新服装店-女上身换装	onDressUp	server	0	1				click.effect	0#0#-0.2							huanzhuang	huanzhuang		14							1														
box_shoes	新服装店-鞋子换装	onDressUp	server	0	1				click.effect	0#0#-0.3							huanzhuang	huanzhuang		16							1														
box_yifu_up	新服装店-随机全身换装	onDressUp	server	0	1				click.effect	0#0#-0.5							huanzhuang	huanzhuang		12#13#14#15							1														
box_kuzi_boy	新服装店-男下身换装	onDressUp	server	0	1				click.effect	0#0.2#0							huanzhuang	huanzhuang		13							1														
box_kuzi_girl	新服装店-女下身换装	onDressUp	server	0	1				click.effect	0#0.2#0							huanzhuang	huanzhuang		15							1														
box_hair	新服装店-换发型	onDressUp	server	0	1				click.effect	0#0#-0.5										22							1														
box_glass	新服装店-换眼镜	onDressUp	server	0	1				click.effect	0#0#-0.2										23							1														
box_cap	新服装店-换帽子	onDressUp	server	0	1				click.effect	0#0#-0.3										21							1														
box_game_basketball	游戏厅-获得篮球	onPickProp	server	0	1				click.effect	0#0.5#0									1311																						
box_game_kaiguan_1	游戏厅-街机-触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_playgame_1#game_screen_jieji_1						1		1														
game_screen_jieji_1	游戏厅-街机屏幕（拳皇）	operationEffectTelevision	server	0															g2052_youxiji_quanhuang.effect	left_btn#right_btn																					
box_playgame_1	游戏厅-被触发打游戏机	onFurnitureInteract	server	0															g2052_skill_jieji#0#-0.5#0#0#0.4#0																						
box_game_kaiguan_2	游戏厅-街机-触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_playgame_2#game_screen_jieji_2						1		1														
game_screen_jieji_2	游戏厅-街机屏幕（马里奥）	operationEffectTelevision	server	0															g2052_youxiji_maliao.effect	left_btn#right_btn																					
box_playgame_2	游戏厅-被触发打游戏机	onFurnitureInteract	server	0															g2052_skill_jieji#0#-0.5#0#0#0.4#0																						
box_game_kaiguan_3	游戏厅-街机-触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_playgame_3#game_screen_jieji_3						1		1														
game_screen_jieji_3	游戏厅-街机屏幕（贪吃蛇）	operationEffectTelevision	server	0															g2052_youxiji_tangchishe.effect	left_btn#right_btn																					
box_playgame_3	游戏厅-被触发打游戏机	onFurnitureInteract	server	0															g2052_skill_jieji#0#-0.5#0#0#0.4#0																						
box_dancegame_kaiguan	游戏厅-跳舞机-触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click										tiaowuji		game_screen_dance#box_dancegame						1		1														
game_screen_dance	游戏厅-跳舞机屏幕	operationEffectTelevision	server	0															g2052_game_dance.effect	left_btn#right_btn																					
box_dancegame	游戏厅-被触发跳舞	onFurnitureInteract	server	0															g2052_face_dance3#0#-0.5#0#0#0.4#0																						
box_motuoche_kaiguan	游戏厅-摩托车-触发	onTriggerAssociated	server	0	2												motuoyouxiji		box_motuoche#game_screen_motuoche						1		1														
game_screen_motuoche	游戏厅-摩托车屏幕	operationEffectTelevision	server	0															g2052_game_motuo.effect	left_btn#right_btn																					
box_motuoche	游戏厅-被触发摩托车	rideFixedPointVehicle	server	0															-0.4#-0.1#0	20#-90#0	60		g2052_car_motuo_idle	x																	
box_xichekaiguan	加油站洗车开关	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												effect_shuihua								1														
effect_shuihua	加油站洗车特效	onUpdateChildEffect	server	0													bath		EffectPart																						
gas_station_oil_tank_001	加油站_加油开关	onTriggerAssociated	server	0	1				click.effect	0#0.4#-0.6									box_jiayoukaiguan								1														
box_jiayoukaiguan	加油站_油管	refuelTheVehicle	server	0															100						1																
box_icecream_door	新雪糕店-后门-触发	onTriggerAssociated	server	0	2#3														icecream_door																						
icecream_door	新雪糕店-后门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-1#0.0#0.0			6																	
icecream_cupboard	新雪糕店-柜门	operationPartRotate	server	0	1												door_yigui	door_yigui	-90	0#1#0	-0.38#0.0#0.0			10																	
icecream_ice	新雪糕店-雪糕筒	onPickProp	server	0	1				click.effect	0.0#0.0#0.2									1402								1														
icecream_ice01	新雪糕店-蓝雪糕	onPickProp	server	0	1				click.effect	0.0#0.2#0									1408								1														
icecream_ice02	新雪糕店-粉雪糕	onPickProp	server	0	1				click.effect	0.0#0.2#0									1407								1														
icecream_ice03	新雪糕店-白雪糕	onPickProp	server	0	1				click.effect	0#0.1#0									1406								1														
icecream_ice04	新雪糕店-紫雪糕	onPickProp	server	0	1				click.effect	0#0.1#0									1405								1														
icecream_ice06	新雪糕店-黑雪糕	onPickProp	server	0	1				click.effect	0#0.1#0									1403								1														
icecream_ice05	新雪糕店-黄雪糕	onPickProp	server	0	1				click.effect	0#0.1#0									1404								1														
box_gym_door	新健身房-后门-触发	onTriggerAssociated	server	0	2#3														gym_door																						
gym_door	新健身房-后门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-1#0.0#0.0			6																	
box_square_water1	广场-不喷水触发	onTriggerAssociated	server	0	2#3														square_water								1														
square_water	广场-喷水特效	onUpdateChildEffect	server	0															EffectPart																						
g2052_kouzhao	通用-口罩换装	onDressUp	server	0	1				click.effect	0#0.1#0.2									23013																						
g2052_shotgun	通用-获得散弹枪	onPickProp	server	0	1				click.effect	-0.2#0#0									1611																						
prop_purse	通用-获得钱袋	onPickProp	server	0	1				click.effect	0#0.4#0									1621																						
box_wanjuqiang	新玩具店-获得玩具枪	onPickProp	server	0	1				click.effect	0#0#-0.3									2032								1														
box_wanju_lanqiu	新玩具店-获得篮球	onPickProp	server	0	1				click.effect	0#0#0.3									1311								1														
box_wanju_zuqiu	新玩具店-获得足球	onPickProp	server	0	1				click.effect	0#0#0.3									1312								1														
box_wanju_shuiqiang	新玩具店-获得水枪	onPickProp	server	0	1				click.effect	0#0#-0.3									1360								1														
box_toystore_qiqiu	新玩具店-获得气球	onPickProp	server	0	1				click.effect	0#0#0.3									1301								1														
box_wanju_fenseshuiqiang	新玩具店-获得粉色水枪	onPickProp	server	0	1				click.effect	0#0#-0.3									2025								1														
box_wanju_yuleiqiang	新玩具店-获得鱼雷枪	onPickProp	server	0	1				click.effect	0#0#-0.3									2026								1														
box_wanju_honsejiaoche	新玩具店-获得红色轿车	onPickProp	server	0	1				click.effect	0#0#-0.3									2027								1														
box_wanju_tuituji	新玩具店-获得推土机	onPickProp	server	0	1				click.effect	0#0#-0.3									2028								1														
box_wanju_xiaofangche	新玩具店-获得消防车	onPickProp	server	0	1				click.effect	0#0#-0.3									2029								1														
box_wanju_fensewawa	新玩具店-获得粉色娃娃	onPickProp	server	0	1				click.effect	0#0#0.3									2030								1														
box_wanju_zisewawa	新玩具店-获得紫色娃娃	onPickProp	server	0	1				click.effect	0#0#0.3									2031								1														
toy_pc_screen	新玩具店-电脑屏幕	operationEffectTelevision	server	0															g2052_pcpingmu13.effect																						
toy_pc	新玩具房-工作-触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_shouyin2#toy_pc_screen						1																
box_tizikaiguan	新玩具店-电梯开关	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												toy_store_on_off#toy_store_tizi_002#toy_store_top																						
toy_store_on_off	新玩具店-开关上下滑动	operationPartMove	server	0															0#-0.2#0				20																		
toy_store_tizi_002	新玩具店-电梯上下滑动	operationPartMove	server	0															0#-2.8#0				40																		
toy_store_top	新玩具店-盖子前后滑动	operationPartMove	server	0															0#0#2				40																		
basketball	新玩具店篮球碰撞得分	onGoldCoinEffect	server	0	5														g2052_game_fruitnum.effect	0#3#0	2	box_defen					1														
box_toytaideng	新玩具店台灯特效	onUpdateChildEffect	server	0	1				click.effect	0.3#-0.4#-0.3							switch		EffectPart																						
street_lajitong	通用-黄绿垃圾桶	onCancelHandSomeItem	server	0	1												laji	laji																							
church_dianzha	新教堂-切换开关	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click		click.effect	0#0#0.2									box_jiaotangkaiguan#church_gongmen#box_guanchaiyidong#church_guangchai#church_huaquan								1														
church_guanchai_men	新教堂-棺材盖移动	operationPartMove	server	0	1														0#0#-2				40																		
box_jiaotangkaiguan	新教堂-电闸	operationPartRotate	server	0													dianzhakai		90	1#0#0	0#-0.3#-0.2			10																	
church_gongmen	新教堂-婚礼拱门	onUpdatePartShow	server	0																1																					
box_guanchaiyidong	新教堂-棺材盖	onUpdatePartShow	server	0																0							1														
church_guangchai	新教堂-棺材	onUpdatePartShow	server	0																0																					
church_huaquan	新教堂-花圈	onUpdatePartShow	server	0																0																					
box_sleepguanchai	新教堂棺材-抱手躺	onFurnitureInteract	server	0	2														g2052_boy_pingtang2#0#-0.45#0.0#0#0.4#0.0								1														
box_kaiguanzhong	新教堂钟声	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click										qiaozhong																								
prop_yashua	通用-牙刷套	onPickProp	server	0	1				click.effect	0.2#0#0									2034								1														
police_book_red	通用-红色书	onPickProp	server	0	1												book	book	1019		2																				
box_gouwudai	通用-购物袋	onPickProp	server	0	1				click.effect	0#0.3#0									2035																						
street_youtong	通用-邮筒	onCancelHandSomeItem	server	0	1												book		1018								1														
street_fanmaiji01	通用-可乐贩卖机	onPickProp	server	0	1				click.effect	0.62#0.1#0.6							fanmaiji	fanmaiji	1505								1														
street_fanmaiji02	通用-百事贩卖机	onPickProp	server	0	1				click.effect	0.62#0.1#0.6							fanmaiji	fanmaiji	1504								1														
street_shujia	通用-报纸架	onPickProp	server	0	1				click.effect	0#0.2#0							book		1017								1														
box_addfire	通用-添加火BUFF	addBuffOnPlayer	server	0	2#3														myplugin/player_on_fire_buff	400	small_fire_point#fireState#onFire						1														
square_lamp2	通用-白色垃圾桶	onCancelHandSomeItem	server	0	1												laji	laji									1														
box_carpark_door	通用-停车场门-触发	onTriggerAssociated	server	0	2#3														carpark_langan								1														
carpark_langan	通用-栏杆	operationPartRotate	server	0													langan	langan	-90	0#0#1	4.4#0.0#0.0			15																	
area_gym	埋点-健身房	onAreaMonitoring	server	0	2#3														1																						
area_motel	埋点-汽车旅馆	onAreaMonitoring	server	0	2#3														1																						
area_park	埋点-公园	onAreaMonitoring	server	0	2#3														1																						
area_football	埋点-足球场	onAreaMonitoring	server	0	2#3														1																						
area_basketball	埋点-篮球场与附属空地	onAreaMonitoring	server	0	2#3														1																						
area_youleyuan	埋点-游乐园	onAreaMonitoring	server	0	2#3														1																						
sound_penquan	喷泉音效	onControlArea3dSound	server	0	2#3														penquan																						
g2052_prop_tiaochuang	通用-跳床	triggerSpringBed	client	0	2												tiaochuang	tiaochuang	0.8	0.9	5						1														
box_motel_pc_kaiguan	旅馆-工作-触发	onTriggerAssociated	server	0	4		set:g2052_interaction_icon.json image:click												box_work2#motel_pc_screen						1																
box_square_water	喷水悬浮区域	onUpdateFloatArea	server	0	2#3														myplugin/float_area_buff	0.1	1.9#2.5#2.2	0.03#0.04	0.001#0.002																		
job_dianyuan	职业—商店店员	onChangeProfession	server	0	1														4																						
job_yisheng	职业—医生	onChangeProfession	server	0	1														13																						
job_waikeyisheng	职业—外科医生	onChangeProfession	server	0	1														41																						
job_hushi	职业—护士	onChangeProfession	server	0	1														23																						
job_bingren	职业—病人	onChangeProfession	server	0	1														14																						
job_jiaotang	职业—教堂	onChangeProfession	server	0	1														17																						
job_lvshi	职业—律师	onChangeProfession	server	0	1														42																						
job_faguan	职业—法官	onChangeProfession	server	0	1														45																						
job_yiyuan	职业—议员	onChangeProfession	server	0	1														69																						
job_wanjia	职业—玩家	onChangeProfession	server	0	1														18																						
house_fire1	大着火点1	playEffectOnPart	server	0													house_fire		g2052_house_fire.effect	0#0#0	1.3																				
house_fire_area1	着火区域1	addBuffOnPlayer	server	0	2#3														myplugin/player_on_fire_buff	400		house_fire1																			
house_fire2	小着火点2	playEffectOnPart	server	0															g2052_small_fire.effect	0#0#0	1																				
house_fire_area2	着火区域2	addBuffOnPlayer	server	0	2#3														myplugin/player_on_fire_buff	400		house_fire2																			
house_water1	水1	playEffectOnPart	server	0													g2052_wash		g2052_event_water_01.effect	0#0#0	1																				
house_water_area1	悬浮区域	onUpdateFloatArea	server	0	2#3														myplugin/float_area_buff	0.1	4#8#6	0.02#0.04	0.001#0.002	house_water1																	
house_water2	水2	playEffectOnPart	server	0													g2052_wash		g2052_event_water_02.effect	0#0#0	1																				
event_leibao	雷暴云	playEffectOnPart	server	0															g2052_event_thunder.effect																						
event_ufo	外星ufo	playEffectOnPart	server	0															g2052_event_ufo.effect																						
event_miwu	迷雾	playEffectOnPart	server	0															g2052_event_fog.effect																						
event_longjuan	龙卷风	playEffectOnPart	server	0															g2052_event_longjuan.effect																						
event_yunshi	陨石	onUpdateChildEffect	server	0													house_fire		EffectPart																						
event_feiji	飞机失事	playEffectOnPart	server	0													house_fire		g2052_event_feiji.effect																						
switch_ghost	鬼魂	onUpdateHouseGhost	server	0													event_ghost		1	event_ghost	15	10	trigger_ghost																		
trigger_ghost	gg鬼魂触发器	setGhostDetectorStyle	server	0	2#3						1#1008								2	1	1008	event_ghost																			
event_ghost	鬼魂事件	playEffectOnPart	server	0															g2052_event_ghost.effect				10000																		
switch_evil	恶魔	onUpdateHouseGhost	server	0															2	event_evil	30	20	trigger_evil																		
trigger_evil	gg恶魔触发器	setGhostDetectorStyle	server	0	2#3						1#1008								2	1	1008	event_evil																			
event_evil	恶魔事件	playEffectOnPart	server	0															g2052_event_evil_01.effect				20000																		
switch_dizhen	地震	onEarthquake	server	0															0.3	0.5	2	3	2	3	event_dizhen																
event_dizhen	地震	playEffectOnPart	server	0															g2052_event_dizhen_01.effect				3000																		
effect_beach_light	海滩-灯特效	onUpdateChildEffect	server	0	7	18:00$1#6:00$0													EffectPart																						
job_bandit	职业—匪徒	onChangeProfession	server	0	1														70																						
job_police	职业—警察	onChangeProfession	server	0	1														1																						
job_prisoner	职业—囚犯	onChangeProfession	server	0	1														71																						
job_shop	职业—商店店员	onChangeProfession	server	0	1														4																						
job_dj	职业—dj	onChangeProfession	server	0	1														9																						
job_waiter	职业—服务员	onChangeProfession	server	0	1														19																						
job_fireman	职业—消防员	onChangeProfession	server	0	1														15																						
job_cafe	职业—咖啡店员	onChangeProfession	server	0	1														33																						
job_clothes	职业—服装店员	onChangeProfession	server	0	1														16																						
job_barber	职业—理发店员	onChangeProfession	server	0	1														25																						
job_icecream	职业—雪糕店员	onChangeProfession	server	0	1														11																						
job_lifeguard	职业—救生员	onChangeProfession	server	0	1														22																						
job_hamburg	职业—汉堡店员	onChangeProfession	server	0	1														6																						
g2052_house_bed_02	住宅-床-显隐	onUpdatePartShow	server	0										box_sleep02#box_sleep03#box_sleep04						0																					
school_cupboard	学校-储物柜门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	0.5#0.0#0.0			6																	
school_my	学校-占用柜子	onOccupationPart	server	0	1				click.effect	0#0.2#0									-1	g2052.gui.occupation.goods	school_cupboard	school_my_name	0#HT8#100#20#000000#1#1																		
box_house9_door	住宅9-门-触发	onTriggerAssociated	server	0	2#3														house9_door#house9_door_05_l#house9_door_05_r#house9_door_02#house9_door_03_l#house9_door_03_r#house9_door_04#house9_door_01_l#house9_door_01_r	2	3																				
house9_door	住宅9-大门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	0.0#0.0#1.3			6																	
house9_door_05_l	住宅9-阳台门-左	operationPartRotate	server	0													dianqimen	dianqimen	-90	0#1#0	0#0#-1.1			6																	
house9_door_05_r	住宅9-阳台门-右	operationPartRotate	server	0													dianqimen	dianqimen	90	0#1#0	0#0#-1.1			6																	
house9_door_02	住宅9-室内门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	0.0#0.0#1.0			6																	
house9_door_03_l	住宅9-阳台门-左	operationPartRotate	server	0													dianqimen	dianqimen	-90	0#1#0	-0.9#0#0			6																	
house9_door_03_r	住宅9-阳台门-右	operationPartRotate	server	0													dianqimen	dianqimen	90	0#1#0	0#0#0.9			6																	
house9_bingxiang_men	住宅9-冰箱门	operationPartRotate	server	0	1												dianqimen	dianqimen	-90	0#1#0	0#0.0#0.65			6																	
house9_door_04	住宅9-室内门2	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	0.0#0.0#-1.0			6																	
house9_door_01_l	住宅9-平滑门-左	operationPartMove	server	0													door_pinghua	door_pinghua	0#0#1.5				6																		
house9_door_01_r	住宅9-平滑门-右	operationPartMove	server	0													door_pinghua	door_pinghua	0#0#-1.5				6																		
house9_kaoxiangmen	住宅9-烤箱门	operationPartRotate	server	0	1												dianqimen	dianqimen	-70	0#0#1	-0.3#0#0			6																	
box_house10_door	住宅10-门-触发	onTriggerAssociated	server	0	2#3														house10_door_03#house10_door#house10_door_01	2	3																				
house10_door_03	住宅10-大门	operationPartRotate	server	0													door_mumen	door_mumen	-90	0#1#0	-1.1#0#0			6																	
house10_door	住宅10-室内门	operationPartRotate	server	0													door_mumen	door_mumen	-90	0#1#0	1#0.0#0			6																	
house10_bingxiang_men	住宅10-冰箱门	operationPartRotate	server	0	1												dianqimen	dianqimen	-90	0#1#0	-0.75#0.0#0			6																	
house10_microwave_door	住宅10-微波炉门	operationPartRotate	server	0	1				click.effect	-0.1#0#0							dianqimen	dianqimen	-90	0#1#0	-0.35#0.0#0			6																	
house10_cabinet_door	住宅10-抽屉	operationPartMove	server	0	1												door_chouti	door_chouti	0#0#0.5				5																		
house10_washing_door	住宅10-洗衣机机门	operationPartRotate	server	0	1												dianqimen	dianqimen	-90	0#1#0	-0.35#0#0			10																	
house10_cabinet_02_door_l	住宅10-柜门-左	operationPartRotate	server	0	1												door_mumen	door_mumen	90	0#1#0	0.4#0.0#0			6																	
house10_cabinet_02_door_r	住宅10-柜门-右	operationPartRotate	server	0	1												door_mumen	door_mumen	-90	0#1#0	-0.4#0.0#0			6																	
house10_door_01	住宅10-室内门2	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-1#0.0#0			6																	
house10_kaoxiangmen	住宅10-烤箱门	operationPartRotate	server	0	1												dianqimen	dianqimen	70	1#0#0	0#-0.4#0			6																	
area_school	埋点-学校	onAreaMonitoring	server	0	2#3														1																						
box_sit06	通用-写东西坐	onFurnitureInteract	server	0	2														g2052_boy_sit6#0#-0.55#0.1#0#0.4#0.0																						
box_sit07	通用-举手坐	onFurnitureInteract	server	0	2														g2052_boy_sit7#0#-0.55#0.1#0#0.4#0.0																						
box_school_drawsit	学校-画画坐	onFurnitureInteract	server	0	2														g2052_boy_draw#0#0#0.0#0#0.4#0.0																						
box_teach	学校-老师上课	onFurnitureInteract	server	0	4		set:g2052_interaction_icon.json image:click												g2052_boy_teach#0.0#-0.9#0.15#0.0#0.4#0.2								1														
box_sit08	通用-发呆坐	onFurnitureInteract	server	0	2														g2052_boy_sit8#0#-0.5#0.1#0#0.4#0.0																						
box_rongye	学校-实验室溶液	onFurnitureInteract	server	0	4		set:g2052_interaction_icon.json image:click										shaobei		g2052_skill_shiguan#0#-0.85#-0.8#0#-0.5#-0.8								1														
box_xianweijing	学校-显微镜	onFurnitureInteract	server	0	4		set:g2052_interaction_icon.json image:click												g2052_skill_xianweijing#0.0#-0.9#-0.65#0.0#0#-0.65								1														
box_school_door	学校-门-触发	onTriggerAssociated	server	0	2#3														school_door_01#school_door_02#school_door_03																						
