	n_id	n_target	n_race	n_isLongRoundEffect	n_round	n_abnormal_type	n_isVulnerability	s_immune	n_effectSkillType	n_effectSkill	n_timing	n_timingDelay	n_trigger	n_pr	n_dcm	n_intger	s_effect_desc	s_effect_trigger_desc	s_effect_tip_dec	s_icon	s_effect_fullname	s_add_effect	s_add_sound	s_trigger_effect	s_trigger_sound	iconEffectName	n_effect_type
【生命】+10%	13010241	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13010241				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
【法攻】+10%	13010251	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13010251				myplugin/skill_spell_attack_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
【法防】+10%	13010261	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13010261				myplugin/skill_spell_def_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
【物攻】+10%	13010271	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13010271				myplugin/skill_physical_attack_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
【物防】+10%	13010281	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13010281				myplugin/skill_physical_def_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
【速度】+10%	13010291	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13010291				myplugin/skill_speed_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
【生命】+10%	13010301	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13010301				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
【法攻】+30%，【速度】+30%，【免疫潮湿】	13020011	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13020011				myplugin/skill_spell_attack_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020012	1	1	0	99#99	0	0		0		2		1	1	0.1						myplugin/skill_speed_buff						
	13020013	1	1	0	99#99	0	0	11020031,11020041,12030181	0		2		1	1	0.75			s_effect_trigger_desc_13020013			myplugin/immune_skill_effect_damp_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【生命】+30%，【威力】+30%，【免疫潮湿】	13020021	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020021				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020022	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_power_bonus_buff						
	13020023	1	1	0	99#99	0	0	11020031,11020041,12030181	0		2		1	1	0.75			s_effect_trigger_desc_13020023			myplugin/immune_skill_effect_damp_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【物防】+30%，【法防】+30%，【免疫潮湿】	13020031	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020031				myplugin/skill_physical_def_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020032	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_spell_def_buff						
	13020033	1	1	0	99#99	0	0	11020031,11020041,12030181	0		2		1	1	0.75			s_effect_trigger_desc_13020033			myplugin/immune_skill_effect_damp_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【生命】+30%，【法防】+30%，【免疫灼烧】	13020041	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020041				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020042	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_spell_def_buff						
	13020043	1	1	0	99#99	0	0	11030031,11030041,12020241,12030251	0		2		1	1	0.75			s_effect_trigger_desc_13020043			myplugin/immune_skill_effect_burn_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【物攻】+30%，【速度】+30%，【免疫灼烧】	13020051	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020051				myplugin/skill_physical_attack_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020052	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_speed_buff						
	13020053	1	1	0	99#99	0	0	11030031,11030041,12020241,12030251	0		2		1	1	0.75			s_effect_trigger_desc_13020053			myplugin/immune_skill_effect_burn_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【物防】+30%，【法防】+30%，【免疫灼烧】	13020061	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020061				myplugin/skill_physical_def_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020062	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_spell_def_buff						
	13020063	1	1	0	99#99	0	0	11030031,11030041,12020241,12030251	0		2		1	1	0.75			s_effect_trigger_desc_13020063			myplugin/immune_skill_effect_burn_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【速度】+30%，【生命】+30%，【免疫中毒】	13020071	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020071				myplugin/skill_speed_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020072	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_life_bonus_buff						
	13020073	1	1	0	99#99	0	0	11040031,11040041	0		2		1	1	0.75			s_effect_trigger_desc_13020073			myplugin/immune_skill_effect_dka_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【物防】+30%，【法防】+30%，【免疫中毒】	13020081	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020081				myplugin/skill_physical_def_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020082	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_spell_def_buff						
	13020083	1	1	0	99#99	0	0	11040031,11040041	0		2		1	1	0.75			s_effect_trigger_desc_13020083			myplugin/immune_skill_effect_dka_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【速度】+30%，【命中】+30%，【免疫中毒】	13020091	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020091				myplugin/skill_speed_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020092	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_accuracy_bonus_buff						
	13020093	1	1	0	99#99	0	0	11040031,11040041	0		2		1	1	0.75			s_effect_trigger_desc_13020093			myplugin/immune_skill_effect_dka_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【速度】+30%，【生命】+30%，【免疫麻痹】	13020101	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020101				myplugin/skill_speed_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020102	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_life_bonus_buff						
	13020103	1	1	0	99#99	0	0	11010051,11010061,12020161,12030341	0		2		1	1	0.75			s_effect_trigger_desc_13020103			myplugin/immune_skill_effect_palsy_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【物防】+30%，【法防】+30%，【免疫混乱】	13020111	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020111				myplugin/skill_physical_def_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020112	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_spell_def_buff						
	13020113	1	1	0	99#99	0	0	11010031,11010041,12020151,12030351	0		2		1	1	0.75			s_effect_trigger_desc_13020113			myplugin/immune_skill_effect_chaos_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【速度】+30%，【物攻】+30%，【免疫睡眠】	13020121	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020121				myplugin/skill_speed_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020122	1	1	0	99#99	0	0		0		2		1	1	0.3						myplugin/skill_physical_attack_buff						
	13020123	1	1	0	99#99	0	0	11040091,11040101,11040111,12030311	0		2		1	1	0.75			s_effect_trigger_desc_13020123			myplugin/immune_skill_effect_sleep_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【生命】+20%，75%的概率【免疫麻痹】	13020131	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020131				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020132	1	1	0	99#99	0	0	11010051,11010061,12020161,12030341	0		2		1	1	0.5			s_effect_trigger_desc_13020132			myplugin/immune_skill_effect_palsy_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【速度】+20%，75%的概率【免疫混乱】	13020141	1	1	0	99#99	0	0		0		2		1	1	0.3		s_effect_desc_13020141				myplugin/skill_speed_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020142	1	1	0	99#99	0	0	11010031,11010041,12020151,12030351	0		2		1	1	0.5			s_effect_trigger_desc_13020142			myplugin/immune_skill_effect_chaos_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【法攻】+30%，【免疫潮湿】	13020151	1	1	0	99#99	0	0		0		2		1	1	0.2		s_effect_desc_13020151				myplugin/skill_spell_attack_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020152	1	1	0	99#99	0	0	11020031,11020041,12030181	0		2		1	1	0.75			s_effect_trigger_desc_13020152			myplugin/immune_skill_effect_damp_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【生命】+30%，【免疫潮湿】	13020161	1	1	0	99#99	0	0		0		2		1	1	0.2		s_effect_desc_13020161				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020162	1	1	0	99#99	0	0	11020031,11020041,12030181	0		2		1	1	0.75			s_effect_trigger_desc_13020162			myplugin/immune_skill_effect_damp_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
技能【威力】+30%，【免疫潮湿】	13020171	1	1	0	99#99	0	0		0		2		1	1	0.2		s_effect_desc_13020171				myplugin/skill_power_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020172	1	1	0	99#99	0	0	11020031,11020041,12030181	0		2		1	1	0.75			s_effect_trigger_desc_13020172			myplugin/immune_skill_effect_damp_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【物攻】+30%，【免疫灼烧】	13020181	1	1	0	99#99	0	0		0		2		1	1	0.2		s_effect_desc_13020181				myplugin/skill_physical_attack_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020182	1	1	0	99#99	0	0	11030031,11030041,12020241,12030251	0		2		1	1	0.75			s_effect_trigger_desc_13020182			myplugin/immune_skill_effect_burn_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【生命】+30%，【免疫灼烧】	13020191	1	1	0	99#99	0	0		0		2		1	1	0.2		s_effect_desc_13020191				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020192	1	1	0	99#99	0	0	11030031,11030041,12020241,12030251	0		2		1	1	0.75			s_effect_trigger_desc_13020192			myplugin/immune_skill_effect_burn_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【生命】+30%，【免疫灼烧】	13020201	1	1	0	99#99	0	0		0		2		1	1	0.2		s_effect_desc_13020201				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020202	1	1	0	99#99	0	0	11030031,11030041,12020241,12030251	0		2		1	1	0.75			s_effect_trigger_desc_13020202			myplugin/immune_skill_effect_burn_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【生命】+30%，【免疫中毒】	13020211	1	1	0	99#99	0	0		0		2		1	1	0.2		s_effect_desc_13020211				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020212	1	1	0	99#99	0	0	11040031,11040041	0		2		1	1	0.75			s_effect_trigger_desc_13020212			myplugin/immune_skill_effect_dka_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【速度】+30%，【免疫中毒】	13020221	1	1	0	99#99	0	0		0		2		1	1	0.2		s_effect_desc_13020221				myplugin/skill_speed_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020222	1	1	0	99#99	0	0	11040031,11040041	0		2		1	1	0.75			s_effect_trigger_desc_13020222			myplugin/immune_skill_effect_dka_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【速度】+30%，【免疫中毒】	13020231	1	1	0	99#99	0	0		0		2		1	1	0.2		s_effect_desc_13020231				myplugin/skill_speed_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020232	1	1	0	99#99	0	0	11040031,11040041	0		2		1	1	0.75			s_effect_trigger_desc_13020232			myplugin/immune_skill_effect_dka_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【生命】+10%，50%概率【免疫混乱】	13020241	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13020241				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020242	1	1	0	99#99	0	0	11010031,11010041,12020151,12030351	0		2		1	1	0.3			s_effect_trigger_desc_13020242			myplugin/immune_skill_effect_chaos_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【法攻】+10%，【免疫潮湿】	13020251	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13020251				myplugin/skill_spell_attack_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020252	1	1	0	99#99	0	0	11020031,11020041,12030181	0		2		1	1	0.5			s_effect_trigger_desc_13020252			myplugin/immune_skill_effect_damp_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【法防】+10%，【免疫潮湿】	13020261	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13020261				myplugin/skill_spell_def_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020262	1	1	0	99#99	0	0	11020031,11020041,12030181	0		2		1	1	0.5			s_effect_trigger_desc_13020262			myplugin/immune_skill_effect_damp_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【物攻】+10%，【免疫灼烧】	13020271	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13020271				myplugin/skill_physical_attack_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020272	1	1	0	99#99	0	0	11030031,11030041,12020241,12030251	0		2		1	1	0.5			s_effect_trigger_desc_13020272			myplugin/immune_skill_effect_burn_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【物防】+10%，【免疫灼烧】	13020281	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13020281				myplugin/skill_physical_def_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020282	1	1	0	99#99	0	0	11030031,11030041,12020241,12030251	0		2		1	1	0.5			s_effect_trigger_desc_13020282			myplugin/immune_skill_effect_burn_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【速度】+10%，【免疫中毒】	13020291	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13020291				myplugin/skill_speed_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020292	1	1	0	99#99	0	0	11040031,11040041	0		2		1	1	0.5			s_effect_trigger_desc_13020292			myplugin/immune_skill_effect_dka_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
【生命】+10%，【免疫中毒】	13020301	1	1	0	99#99	0	0		0		2		1	1	0.1		s_effect_desc_13020301				myplugin/skill_life_bonus_buff	g2038_status_buff.effect	/sound/g2038_status_buff.mp3				
	13020302	1	1	0	99#99	0	0	11040031,11040041	0		2		1	1	0.5			s_effect_trigger_desc_13020302			myplugin/immune_skill_effect_dka_buff			g2038_status_life.effect	/sound/g2038_status_immune.mp3		
觉醒1	19000001	1	1	0	99#99	0	0		0		2		1	1					s_effect_tip_dec_awake1	set:skillbuff.json image:icon_buff_awake1	myplugin/skill_awake_buff					g2038_ui_awake1.effect	
觉醒2	19000002	1	1	0	99#99	0	0		0		2		1	1					s_effect_tip_dec_awake2	set:skillbuff.json image:icon_buff_awake2	myplugin/skill_awake_buff					g2038_ui_awake2.effect	
觉醒3	19000003	1	1	0	99#99	0	0		0		2		1	1					s_effect_tip_dec_awake3	set:skillbuff.json image:icon_buff_awake3	myplugin/skill_awake_buff					g2038_ui_awake3.effect	
觉醒4	19000004	1	1	0	99#99	0	0		0		2		1	1					s_effect_tip_dec_awake4	set:skillbuff.json image:icon_buff_awake4	myplugin/skill_awake_buff					g2038_ui_awake4.effect	
觉醒5	19000005	1	1	0	99#99	0	0		0		2		1	1					s_effect_tip_dec_awake5	set:skillbuff.json image:icon_buff_awake5	myplugin/skill_awake_buff					g2038_ui_awake5.effect	
